control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4	Protein_Group	Protein_Ids	Protein_Names	Genes
11.3692646	11.90882015	11.38113689	11.86611557	11.93218899	12.24491405	9.354665756	12.07991505	11.94274902	11.94423294	12.1537962	O54946;Q9QYI8	O54946;Q9QYI8	DNJB6_MOUSE;DNJB7_MOUSE	Dnajb6;Dnajb7
9.01248455	11.36651897	11.539958	11.91485977	12.39540577	11.93341446	10.11040211	11.6058588	11.43345547	11.09439468	11.19067669	O54950	O54950	AAKG1_MOUSE	Prkag1
9.167840958	11.43342876	11.29667568	11.50991821	11.3709383	9.796272278	9.561997414	11.33949375	11.31984711	11.71512127	9.958847046	O54950;Q91WG5	O54950;Q91WG5	AAKG1_MOUSE;AAKG2_MOUSE	Prkag1;Prkag2
11.91847897	11.57476425	11.81232929	12.70365715	12.53739071	12.63685608	12.96280956	11.90437126	12.20758152	11.63339043	11.9620285	O54962	O54962	BAF_MOUSE	Banf1
11.98151016	12.46718216	12.12015724	12.44205666	12.52727413	12.34421253	12.43157578	12.18443871	12.57718372	12.06427765	12.49807644	O54984	O54984	GET3_MOUSE	Get3
13.25696754	13.02964592	12.79864407	12.99215031	13.31814766	12.68282318	13.13883686	12.89741802	12.97284698	13.09875584	13.0011692	O54988	O54988	SLK_MOUSE	Slk
12.2767086	12.34622002	12.00267124	12.33776665	12.47920418	12.21878433	12.51884747	12.38062382	12.47441864	12.15177441	12.25341892	O55013	O55013	TPPC3_MOUSE	Trappc3
12.11330223	13.10057354	12.36963558	12.48198318	12.90681744	12.7794857	13.06581306	12.86268044	12.74107742	12.3956871	9.978899956	O55022	O55022	PGRC1_MOUSE	Pgrmc1
12.04364967	12.08172321	11.73749638	12.32573223	12.14112663	12.31966114	12.27260971	11.71245861	12.26646996	11.98083973	12.25263023	O55023	O55023	IMPA1_MOUSE	Impa1
13.81653404	13.83506393	13.89382267	13.06452942	13.40774536	12.85142136	12.4009304	13.72606945	13.38277245	13.33346272	13.37845707	O55026	O55026	ENTP2_MOUSE	Entpd2
13.08469868	12.94378376	12.94446659	12.59524345	12.41884899	12.80521011	11.69042587	12.75139999	12.95331287	13.11696148	13.12675762	O55028	O55028	BCKD_MOUSE	Bckdk
13.66620159	13.97756577	13.76312923	14.29406071	14.55846214	14.62111855	14.68814087	14.11606789	14.4671402	14.00732517	14.37420368	O55029	O55029	COPB2_MOUSE	Copb2
11.08670712	11.24206638	10.67206287	12.52693462	11.51072979	12.00103855	11.96184063	11.09987354	11.46436691	11.52824402	9.337245941	O55098;O54988	O55098;O54988	SLK_MOUSE;STK10_MOUSE	Slk;Stk10
10.74614525	10.17316532	10.62624741	11.16449833	11.06162739	10.35611725	11.37984943	10.77812672	10.60733986	9.502558708	9.764724731	O55106	O55106	STRN_MOUSE	Strn
13.5310154	14.03429985	13.45794487	13.09872627	13.60163116	13.23376083	12.57060242	13.63627338	14.10233688	13.75498104	13.91936588	O55111	O55111	DSG2_MOUSE	Dsg2
11.96904469	11.75800228	11.59688854	11.71366596	12.4511776	12.05958748	12.97620964	12.4089613	12.76412106	12.31782246	12.74960518	O55125	O55125	NIPS1_MOUSE	Nipsnap1
17.00885582	17.17850876	17.22040749	16.93208694	16.64927101	16.51324272	15.85586357	16.95192146	16.80178452	17.04039764	16.86914825	O55126	O55126	NIPS2_MOUSE	Nipsnap2
11.54163837	12.52856922	12.37041759	12.84070301	13.42999554	13.02093315	13.43419838	12.66849518	12.88405037	12.92649651	13.0539732	O55128	O55128	SAP18_MOUSE	Sap18
13.88722992	13.76909351	13.8058548	13.76227856	13.95045567	13.77195358	13.90662766	13.71419144	14.01310444	13.58851528	13.70196724	O55131	O55131	SEPT7_MOUSE	Septin7
9.544573784	11.12695599	9.79487133	9.569420815	10.40244675	10.18892288	10.49866009	9.504439354	9.223158836	10.21948147	10.37552834	O55131;Q8C650;Q9DA97	O55131;Q8C650;Q9DA97	SEP10_MOUSE;SEP14_MOUSE;SEPT7_MOUSE	Septin10;Septin14;Septin7
11.03557587	11.28092194	11.32775497	13.06070805	12.53246021	13.39499855	13.14848614	11.97393036	12.43451405	12.20347977	12.08644104	O55135	O55135	IF6_MOUSE	Eif6
14.51768208	14.69294262	14.54797268	15.38898277	15.39709282	15.3274231	15.25467396	14.83292007	15.05162144	14.62671852	14.8131752	O55142	O55142	RL35A_MOUSE	Rpl35a
19.43120003	19.42490005	19.59541512	19.327528	19.16559601	18.85188866	18.0298748	19.45347786	19.38588142	19.50690842	19.26966095	O55143	O55143	AT2A2_MOUSE	Atp2a2
10.33342361	9.5163517	10.1308279	10.6513834	10.22350693	11.38219643	10.55162144	10.93213367	10.3184185	9.872120857	8.856412888	O55201	O55201	SPT5H_MOUSE	Supt5h
13.25239086	13.39312267	13.12990475	13.21969795	13.46430302	13.66392517	13.77064323	13.39979839	13.38208389	13.24934196	13.46429062	O55222	O55222	ILK_MOUSE	Ilk
13.3250103	13.23628521	13.27416229	13.59182644	13.50815392	13.42966843	13.15141296	13.45700836	13.63400555	13.63351727	13.71372986	O55234	O55234	PSB5_MOUSE	Psmb5
12.1099453	12.52369881	12.3201437	12.85766983	13.15931797	12.86145687	13.23913765	12.49967194	12.75295353	12.60844231	12.63046265	O70133	O70133	DHX9_MOUSE	Dhx9
10.30997086	9.703267097	9.449159622	12.47072506	12.81823063	13.38004208	13.46051979	9.389842987	9.811771393	8.98339653	10.48828411	O70138	O70138	MMP8_MOUSE	Mmp8
11.38000107	11.91397762	11.70426273	11.79452133	12.40365696	12.45597172	12.52911854	11.84912014	12.15239906	11.82572174	11.9180584	O70152	O70152	DPM1_MOUSE	Dpm1
9.118983269	9.191357613	8.258151054	10.4438448	9.835333824	10.9347086	10.31199837	9.150891304	10.37338734	9.192965508	9.693219185	O70165	O70165	FCN1_MOUSE	Fcn1
13.54083061	13.55220032	12.3382988	13.73524952	13.92181301	13.85968018	14.19748592	13.77924728	13.16703987	13.69802094	13.8853054	O70167	O70167	P3C2G_MOUSE	Pik3c2g
12.63809681	12.50798035	12.50719547	13.20925713	13.43055725	13.25862789	13.30136776	12.87604141	13.05028534	12.82651234	13.07582855	O70194	O70194	EIF3D_MOUSE	Eif3d
12.63805389	12.45454121	12.37366772	12.45148373	12.71672916	12.79462337	12.67936611	12.92639637	13.37377644	12.90587997	13.01792717	O70209	O70209	PDLI3_MOUSE	Pdlim3
14.38317108	13.81223774	14.13379288	14.92731476	14.2461319	13.88618279	13.09592628	14.03903866	14.12402439	14.2171402	14.38577461	O70250	O70250	PGAM2_MOUSE	Pgam2
13.61319065	13.66551399	13.6645031	13.8747797	14.45781708	14.47993851	14.40860176	14.12319946	14.42629147	14.15707874	14.42647457	O70251	O70251	EF1B_MOUSE	Eef1b
12.07782078	12.01742077	12.14564896	12.12298012	12.25365543	12.38128376	12.85897923	12.1288414	11.91658878	12.09330845	12.5402298	O70252	O70252	HMOX2_MOUSE	Hmox2
11.24215031	11.53155231	11.36173534	10.91639423	9.105997086	10.99016094	10.93294525	11.07108688	11.33275223	11.15651321	11.2649641	O70258	O70258	SGCE_MOUSE	Sgce
10.50319958	9.995088577	10.79153728	9.108551979	10.76336193	11.34420681	9.409793854	10.67675018	10.75825691	9.297521591	8.642183304	O70305	O70305	ATX2_MOUSE	Atxn2
12.27966881	11.82913589	11.93622589	12.21074486	13.21256447	13.83257389	12.48075485	12.14523506	11.80964756	11.47903252	12.19988728	O70309	O70309	ITB5_MOUSE	Itgb5
11.39016342	11.20813084	11.67495537	12.03103256	12.21820927	11.33963299	11.44671631	11.78300667	11.87878704	11.88687801	11.33242226	O70310	O70310	NMT1_MOUSE	Nmt1
13.41065025	13.46835709	13.26944637	13.26661682	13.59641075	13.12240791	13.33300209	13.3759079	13.39699268	13.10373211	13.20104694	O70318	O70318	E41L2_MOUSE	Epb41l2
12.38420391	12.26453972	12.43526649	12.38315868	12.14415169	12.5829649	12.13535976	12.44010353	12.17717934	12.5122118	12.01925755	O70325	O70325	GPX4_MOUSE	Gpx4
11.561059	11.61963272	11.45254993	12.78172016	12.28274059	12.97459698	12.00202751	11.97090721	11.92905521	11.87481976	9.977440834	O70362	O70362	PHLD_MOUSE	Gpld1
13.37639713	13.20045853	13.27417469	15.39872742	15.00230503	14.83128262	14.13217831	14.37196064	14.57229137	14.65311337	14.73900509	O70373	O70373	XIRP1_MOUSE	Xirp1
12.19846916	12.72644138	12.37743282	12.29269218	12.50254822	12.82952499	13.09456921	12.60425472	12.69972038	12.40522385	12.61433506	O70378	O70378	EMC8_MOUSE	Emc8
14.20612144	13.90340137	14.22966766	15.08065128	14.5828476	14.38901997	14.63749123	14.3958416	14.33179188	14.36647224	14.48288345	O70400	O70400	PDLI1_MOUSE	Pdlim1
11.98863506	11.53132248	11.27250767	11.83145332	12.39226627	12.6374197	13.03824902	11.4846468	11.43992424	11.40375805	12.09773636	O70404	O70404	VAMP8_MOUSE	Vamp8
16.79418755	16.59742928	17.02322388	16.5890274	15.59173298	15.78857803	15.09269905	16.7035923	15.47259903	16.83288956	15.92031288	O70433	O70433	FHL2_MOUSE	Fhl2
13.04883099	13.03194046	13.00327587	13.66314697	13.59080887	13.52761173	13.36361504	13.19765854	13.53296471	13.18271351	13.32687855	O70435	O70435	PSA3_MOUSE	Psma3
12.8922205	12.7256279	12.76639462	12.9698	12.95908356	12.96282578	13.29224968	12.98307037	12.8137207	12.60305595	13.04901123	O70439	O70439	STX7_MOUSE	Stx7
18.69368172	18.62585449	18.86187744	18.43020821	18.08219147	18.11300468	17.24892807	18.6417942	18.38297081	18.5965538	18.61677933	O70468	O70468	MYPC3_MOUSE	Mybpc3
11.07588673	11.41090202	11.00986385	13.65617943	13.31941795	13.08324528	12.67318058	12.40038586	13.03431225	12.23311901	13.42121029	O70475	O70475	UGDH_MOUSE	Ugdh
12.00147152	12.48624897	12.23623848	12.3881731	12.68981934	11.89340019	12.30659962	12.36553478	12.45452499	12.56333733	12.64753723	O70492	O70492	SNX3_MOUSE	Snx3
11.60528946	11.82765198	11.79027557	11.5014143	11.49180794	11.26134682	8.823522568	11.74268436	11.61320019	11.45822239	11.50728416	O70492;O70493	O70492;O70493	SNX12_MOUSE;SNX3_MOUSE	Snx12;Snx3
11.6123476	12.0509882	11.75371361	12.2427578	12.56772327	12.39111996	12.29895592	12.08214569	12.4313488	11.98629379	12.48152161	O70503	O70503	DHB12_MOUSE	Hsd17b12
14.41754913	14.55206871	14.61960125	14.66345787	14.5913763	14.45469093	13.82125568	15.03611755	14.84230614	14.8619976	15.06019402	O70548	O70548	TELT_MOUSE	Tcap
12.54986191	12.75324821	12.55952263	12.70996857	12.96398544	12.75093746	8.916313171	13.36535168	13.40960312	13.34225559	13.54994106	O70571	O70571	PDK4_MOUSE	Pdk4
11.9323473	11.93927097	12.08475494	11.90065193	12.27587986	11.81984806	12.00137997	11.70858002	12.16186523	12.32225513	12.18184757	O70572	O70572	NSMA_MOUSE	Smpd2
11.93254662	9.218765259	7.886392593	12.82015514	12.63591576	12.94927216	12.2806406	11.76904011	12.68730545	8.465257645	12.29169464	O70582	O70582	LX12B_MOUSE	Alox12b
12.53642654	13.02302647	12.72203445	13.27896786	13.15887451	13.60073757	13.29298306	13.08168316	13.30678749	13.15687752	13.48304749	O70591	O70591	PFD2_MOUSE	Pfdn2
12.89679623	12.7637825	13.13629246	12.73523426	11.88911629	11.81565571	11.40145588	12.06104755	12.09753799	12.42300034	12.24650288	O70622	O70622	RTN2_MOUSE	Rtn2
13.61444569	13.61191273	12.62668133	12.63901043	13.28683376	12.76001263	12.6904459	13.27122688	12.97267246	13.09430218	13.11809254	O88207	O88207	CO5A1_MOUSE	Col5a1
8.76581192	11.36792755	10.89985561	11.67780781	11.93200779	10.75193691	11.58521652	8.817588806	11.54868698	9.47488308	11.30871487	O88271	O88271	CFDP1_MOUSE	Cfdp1
10.84942818	11.0472126	10.83477116	11.53413773	11.59695339	11.11822033	11.63967037	11.27591515	11.52620125	10.79878807	10.91522217	O88291	O88291	ZN326_MOUSE	Znf326
14.38776875	14.49724102	14.11867332	13.94703388	14.32656956	14.08991337	14.21839714	14.44983864	14.70586967	13.98412514	14.16539383	O88322	O88322	NID2_MOUSE	Nid2
13.10970974	12.57242107	12.75506306	12.61902046	12.37840843	13.10051632	12.18275452	13.15528965	12.97004509	12.43492222	12.64971161	O88322;P10493	O88322;P10493	NID1_MOUSE;NID2_MOUSE	Nid1;Nid2
11.97190952	12.20755768	12.38411713	12.77010441	12.40185547	13.27948189	13.16817856	12.90821266	12.50588608	12.50874519	12.85281467	O88329;Q9WTI7	O88329;Q9WTI7	MYO1A_MOUSE;MYO1C_MOUSE	Myo1a;Myo1c
14.09470463	14.24604988	14.09735775	15.01938248	14.61592293	14.55808544	14.61816216	14.2693243	14.29235077	14.32019424	14.31483841	O88342	O88342	WDR1_MOUSE	Wdr1
14.72184658	13.91989708	14.13703918	13.65931606	13.32586765	12.72837162	12.45144558	13.75303936	13.17157078	13.5370121	14.05199051	O88346;P50752	O88346;P50752	TNNT1_MOUSE;TNNT2_MOUSE	Tnnt1;Tnnt2
11.78064251	11.84854889	11.59838295	11.93667507	11.87295914	11.99844933	11.97447205	12.17700863	12.23532009	11.71834469	12.242939	O88384	O88384	VTI1B_MOUSE	Vti1b
13.93715286	13.9470892	14.07769203	13.75218201	13.58949947	13.76666355	12.84124565	14.05294991	14.05786514	13.91717625	13.73792362	O88441	O88441	MTX2_MOUSE	Mtx2
11.19780636	10.97375488	10.94883442	11.42688274	11.32263279	11.40549755	11.18611431	11.08484173	11.38696766	10.92078495	11.4950304	O88447	O88447	KLC1_MOUSE	Klc1
13.23412704	13.02517986	13.15816975	13.68086529	13.66010761	13.73143578	13.65299034	13.44273663	13.44705772	13.08336926	13.27439594	O88456	O88456	CPNS1_MOUSE	Capns1
11.52201748	11.87158966	11.59595203	12.16324711	12.23906708	12.92039394	12.46600533	11.9839592	12.35382462	12.02260399	11.65254021	O88456;Q9D7J7	O88456;Q9D7J7	CPNS1_MOUSE;CPNS2_MOUSE	Capns1;Capns2
13.61507797	13.36931133	9.483090401	13.34679031	12.91713905	13.63272285	9.351038933	9.317491531	13.03613949	13.60839367	13.62810421	O88485;A2ASS6	O88485;A2ASS6	DC1I1_MOUSE;TITIN_MOUSE	Dync1i1;Ttn
12.91158676	13.10254288	12.8565712	13.17502403	13.19320679	13.00672245	13.06713009	12.90271091	13.26625824	12.89524364	13.10831547	O88487	O88487	DC1I2_MOUSE	Dync1i2
15.1465807	15.36035633	15.2358799	14.88763428	14.97103119	14.9273386	14.16889954	15.39643764	15.57989025	15.23264599	15.38547516	O88492	O88492	PLIN4_MOUSE	Plin4
9.821600914	8.430867195	6.71530056	10.24550533	10.33640575	9.661675453	11.91269875	9.15719986	9.811039925	9.910498619	9.694383621	O88536	O88536	FPR2_MOUSE	Fpr2
12.64773083	12.7700634	12.86806774	13.06735897	13.00787354	12.85472393	12.9545784	12.88469696	13.33717537	12.93469334	13.01070309	O88543	O88543	CSN3_MOUSE	Cops3
12.1213913	12.5237236	12.31174278	12.45544529	12.54408741	12.67518044	12.27061367	12.27178955	12.67264652	12.6693964	12.40275669	O88544	O88544	CSN4_MOUSE	Cops4
11.99151516	11.84117508	11.95635414	12.06159019	11.74979401	12.59373665	11.86773014	11.82410336	12.32394695	12.24210262	12.51180935	O88545	O88545	CSN6_MOUSE	Cops6
16.70842361	16.74258614	16.70063019	17.17317963	17.45158195	17.17543221	17.21413803	16.77843666	17.10759544	16.95598984	16.80712891	O88569	O88569	ROA2_MOUSE	Hnrnpa2b1
12.20919418	12.47681999	12.27425289	12.2972517	12.48449326	12.71081734	11.88241386	12.53017712	12.56967735	12.0603857	12.57411575	O88587	O88587	COMT_MOUSE	Comt
11.65804672	11.67459393	11.30737209	11.38125134	11.76525688	10.79556942	11.29900742	11.56861687	11.41450596	11.45982075	11.62756538	O88667	O88667	RAD_MOUSE	Rrad
12.53747845	12.26209736	12.25688648	12.67029953	12.70317268	12.56594658	12.92456245	12.72254086	12.86815166	12.61371326	12.59318066	O88685	O88685	PRS6A_MOUSE	Psmc3
13.51386356	13.45989227	13.64482498	13.71747303	13.5008297	13.45185471	13.13379765	13.57762909	13.78426647	13.71451378	13.78289604	O88696	O88696	CLPP_MOUSE	Clpp
13.06761742	12.81882763	12.79643917	13.20149899	13.22301388	13.02888298	13.43599606	12.98875237	13.13354874	13.14579487	13.19562435	O88712	O88712	CTBP1_MOUSE	Ctbp1
12.28210068	12.37306595	12.32390499	12.71249485	12.50137234	12.49964142	12.1583128	12.40585995	12.33769703	12.40913105	12.70556545	O88746	O88746	TOM1_MOUSE	Tom1
9.035933495	9.376635551	8.768721581	11.63919163	11.43314743	12.10674572	12.03267574	10.43187332	9.700079918	8.914073944	8.422361374	O88783	O88783	FA5_MOUSE	F5
13.22608566	13.10143566	12.94281673	13.89294147	13.25881767	13.6020956	13.44903278	13.0240469	13.25930023	13.08649445	13.38304234	O88844	O88844	IDHC_MOUSE	Idh1
17.70461273	17.84719849	17.80473518	17.4387188	17.37419128	15.5433979	16.30571365	17.42997932	17.42276382	17.81778908	18.1120224	O88844;P54071	O88844;P54071	IDHC_MOUSE;IDHP_MOUSE	Idh1;Idh2
11.19980717	11.9292841	10.9727354	13.31132221	13.61087513	13.35285759	12.89126492	11.65921116	13.83997154	11.32052422	11.67690945	O88947	O88947	FA10_MOUSE	F10
11.91099834	11.54201126	11.50589085	11.70439243	11.46430588	11.51981831	11.48672962	11.87099266	11.72585201	11.64669418	11.5059309	O88951;O88952;Q8JZS0	O88951;O88952;Q8JZS0	LIN7A_MOUSE;LIN7B_MOUSE;LIN7C_MOUSE	Lin7a;Lin7b;Lin7c
12.6436739	12.77911568	12.41905689	12.63010311	12.88662815	12.85910988	12.29081631	12.71884727	12.73359394	12.43281555	12.86627007	O88952	O88952	LIN7C_MOUSE	Lin7c
10.83560085	10.52177715	10.84388161	9.975849152	11.34769344	11.13116837	11.22268581	11.27152157	10.73653698	11.18832302	11.57871723	O88952;Q8JZS0	O88952;Q8JZS0	LIN7A_MOUSE;LIN7C_MOUSE	Lin7a;Lin7c
11.39462376	11.33733749	11.27659512	11.46948433	11.57669735	11.47791481	11.13910961	11.62520218	11.48751831	11.14695072	11.95672798	O88967	O88967	YMEL1_MOUSE	Yme1l1
9.388628006	8.624588966	12.33199501	11.59311581	8.97241497	11.85378551	10.28853512	12.99492455	12.23635197	11.43057251	10.53982925	O88990	O88990	ACTN3_MOUSE	Actn3
16.44174004	16.25489235	16.82639885	16.25320244	16.18619537	16.34893417	14.72987556	16.95819092	16.4337101	16.48477173	16.59244156	O88990;Q9JI91	O88990;Q9JI91	ACTN2_MOUSE;ACTN3_MOUSE	Actn2;Actn3
11.56222343	11.85744476	11.39709187	11.46956539	9.821095467	11.59162521	9.606093407	12.04788017	11.36978245	11.62645245	11.72591972	O89051	O89051	ITM2B_MOUSE	Itm2b
10.24200726	11.22251701	11.09898567	14.32001781	14.2010746	14.23998642	14.78982925	11.60157108	10.9736042	10.92777061	11.72095776	O89053	O89053	COR1A_MOUSE	Coro1a
10.75759029	9.136314392	10.55126572	11.51319504	10.88866711	11.65669727	11.70139313	11.0459919	11.01482964	9.963391304	10.61041546	O89079	O89079	COPE_MOUSE	Cope
12.35331535	12.30633545	12.46701431	14.61959553	14.38596344	13.84689045	14.12574482	12.67028427	13.29568291	12.96407413	13.0851984	O89086	O89086	RBM3_MOUSE	Rbm3
9.669804573	12.53024292	8.114569664	12.27643013	12.70096874	12.74198914	13.34602928	11.44957733	13.13729858	9.33165741	11.79725647	O89094	O89094	CASPE_MOUSE	Casp14
12.01959801	11.4736805	11.53551865	12.01992416	11.55511665	12.11212635	12.13405132	12.02175713	11.81472683	11.82646942	11.77066803	O89103	O89103	C1QR1_MOUSE	Cd93
12.41291332	12.13019753	11.47473049	11.74591827	12.093606	11.73408318	11.68985844	11.56325817	12.32975101	12.37333584	12.2410984	O89112	O89112	LANC1_MOUSE	Lancl1
13.31999683	13.59781933	9.212220192	9.457810402	13.99858189	13.97370625	13.67770863	13.59656239	10.55304432	13.30601883	8.703950882	O89113	O89113	IER5_MOUSE	Ier5
13.04760742	12.94444847	12.98274422	13.19393158	12.79730701	12.98678589	12.20756626	12.89054585	12.95048523	13.72969532	12.92603493	P00158	P00158	CYB_MOUSE	Mt-Cyb
12.18338394	12.35523796	11.86151695	12.18959904	12.19104099	12.15074062	12.38576794	11.20197678	11.60582638	11.68216991	9.302090645	P00329	P00329	ADH1_MOUSE	Adh1
16.80654907	16.69189262	16.90538788	17.31948662	17.08342743	16.40270805	16.15266228	17.00951195	17.52501678	16.73756409	17.39890289	P00342;P06151	P00342;P06151	LDHA_MOUSE;LDHC_MOUSE	Ldha;Ldhc
16.33949661	16.60514832	16.54306602	16.63190269	16.12424088	15.07754135	14.70327663	16.23605156	16.43109322	15.49759293	15.79404736	P00342;P06151;P16125	P00342;P06151;P16125	LDHA_MOUSE;LDHB_MOUSE;LDHC_MOUSE	Ldha;Ldhb;Ldhc
15.07247162	15.32859802	15.44780922	15.16010761	15.29194736	14.12141991	14.3227663	15.14264965	15.45724583	15.8396883	15.29955864	P00397	P00397	COX1_MOUSE	Mtco1
19.47426796	19.64023781	19.58519554	19.52664757	19.48796082	19.56606674	18.76365662	19.69624138	19.55435181	19.71683121	19.92353821	P00405	P00405	COX2_MOUSE	Mtco2
12.65851688	12.76222229	13.03971767	12.59637833	12.47737885	12.11891556	10.74725342	13.49209118	12.88522148	13.07579708	12.64227104	P00416	P00416	COX3_MOUSE	mt-Co3
11.78035927	12.26810646	11.70007515	12.64185333	12.78115082	12.75710487	12.94988155	12.02892494	12.34396267	12.43998432	9.502256393	P00493	P00493	HPRT_MOUSE	Hprt1
12.45631123	12.09166336	11.71440887	14.38083935	13.46825504	15.20898533	13.52490902	12.66510963	12.68167114	13.01424503	10.3047924	P00920	P00920	CAH2_MOUSE	Ca2
14.75911331	14.80056667	14.56183052	16.75592995	16.34141541	16.75057602	16.00776291	15.49090767	16.0631752	15.22360992	15.08236122	P01027	P01027	CO3_MOUSE	C3
11.61226463	11.49605465	11.42996597	13.31840134	12.92076015	13.38269138	13.00700092	12.12386322	12.64582729	11.85338783	11.60736752	P01029	P01029	CO4B_MOUSE	C4b
11.08945751	10.76467228	10.62899208	12.84189224	12.07574654	12.04240131	12.01800537	11.39024448	9.410737991	9.623064995	11.40933228	P01727;P01728;P01723;P01726;A0A075B663;P01729	P01727;P01728;P01723;P01726;A0A075B663;P01729	A0A075B663_MOUSE;LV1A_MOUSE;LV1D_MOUSE;LV1E_MOUSE;LV2A_MOUSE;LV2B_MOUSE	Iglv1
9.261277199	10.30794048	8.794220924	10.14354897	10.58875179	11.33332348	10.13905525	10.46456623	9.53633976	10.31892681	10.16506481	P01756;P01757;P06330;A0A075B5V1;A0A075B5V6	P01756;P01757;P06330;A0A075B5V1;A0A075B5V6	A0A075B5V1_MOUSE;A0A075B5V6_MOUSE;HVM12_MOUSE;HVM13_MOUSE;HVM51_MOUSE	Ighv1-31;Ighv1-42
11.0342207	9.647484779	10.78475761	11.67843246	10.76397896	9.689069748	9.741006851	11.05260849	10.81876564	11.04201508	9.97906208	P01812;P01807;P01810;P01806;A0A075B5R5;P01808	P01812;P01807;P01810;P01806;A0A075B5R5;P01808	A0A075B5R5_MOUSE;HVM36_MOUSE;HVM37_MOUSE;HVM38_MOUSE;HVM40_MOUSE;HVM42_MOUSE	Ighv4-1
12.74401188	13.44296932	12.53501034	15.26081657	13.32941818	14.56566143	13.74175167	13.46695614	12.95267391	13.36284828	13.10504246	P01837	P01837	IGKC_MOUSE	Igkc
10.77239704	11.55631924	11.10713196	13.26216412	11.08605671	14.3372736	13.61478996	12.79195881	10.22819328	11.60156155	13.00577545	P01864;F6TQW2	P01864;F6TQW2	F6TQW2_MOUSE;GCAB_MOUSE	Ighg2c
11.99723625	12.17687416	12.14011097	14.62666702	12.32175922	9.759989738	13.12636757	13.19082355	12.01328468	13.16828537	9.366931915	P01865;P01864;P01863;F6TQW2	P01865;P01864;P01863;F6TQW2	F6TQW2_MOUSE;GCAA_MOUSE;GCAB_MOUSE;GCAM_MOUSE	Igh-1a;Ighg;Ighg2c
13.99939251	14.58118248	14.02705097	16.3665638	14.42766666	15.63481712	14.97528362	14.91997147	14.2580061	15.20016289	14.10755253	P01867	P01867	IGG2B_MOUSE	Ighg2b
11.91334534	12.1505537	11.83672905	12.78944969	12.53802872	12.93505478	12.33835793	12.08668709	12.34191895	11.9151659	12.2127552	P01869	P01869	IGH1M_MOUSE	Ighg1
12.67103195	13.41457939	12.73240471	15.66003227	14.46768856	15.45430279	14.41089535	13.99067974	13.57559872	13.17259598	13.17691135	P01872	P01872	IGHM_MOUSE	Ighm
9.425526619	8.790985107	9.375788689	11.20728874	9.873558044	10.39424801	10.63670349	10.25909615	9.958800316	11.0179987	9.882401466	P01878;A0A0A6YXW6	P01878;A0A0A6YXW6	A0A0A6YXW6_MOUSE;IGHA_MOUSE	Igha
13.34037876	13.80146599	13.42949867	14.63912582	14.51977158	14.68334007	14.75159073	13.92588806	13.80009079	13.18343258	13.80326366	P01887	P01887	B2MG_MOUSE	B2m
11.34716129	11.59183121	10.78039169	11.85799313	11.38008785	8.861564636	12.85265636	11.52331161	11.46633625	11.42968941	9.163473129	P01896;P01897	P01896;P01897	HA1L_MOUSE;HA1Z_MOUSE	H2-L
12.24871349	12.54163361	12.46874332	13.0316391	13.13442326	13.89230537	13.71839333	12.78860188	12.49288177	11.76925945	8.75206089	P01897	P01897	HA1L_MOUSE	H2-L
10.53512001	10.64393711	10.84628201	11.04516602	11.26430798	11.34536648	11.97315598	11.15900707	10.87250519	10.52219868	10.7086525	P01897;Q8HWB2;P14427	P01897;Q8HWB2;P14427	HA14_MOUSE;HA1L_MOUSE;Q8HWB2_MOUSE	H2-D1;H2-L;H2-Q4
11.94371605	12.67866135	11.74447632	13.67020226	12.94062901	12.45848083	12.83630657	12.19758511	12.90107632	12.47315788	10.62204075	P01898	P01898	HA10_MOUSE	H2-Q10
11.91115952	12.61347866	12.16164207	12.604743	12.84618378	12.77422905	12.96062088	12.52776527	12.49090862	12.11743832	10.01073647	P01901	P01901	HA1B_MOUSE	H2-K1
11.54384899	11.99408436	12.07569599	12.55654716	13.11622906	12.64667988	13.31366253	11.59220982	12.08314037	11.49032402	11.68632507	P01901;Q8HWB2	P01901;Q8HWB2	HA1B_MOUSE;Q8HWB2_MOUSE	H2-K1;H2-Q4
9.708132744	9.070075035	7.942079544	13.07036972	13.58486843	13.24290276	13.34274101	9.101895332	9.130476952	10.30295086	9.367163658	P01921;P06344	P01921;P06344	HB2D_MOUSE;HB2U_MOUSE	H2-Ab1
18.20977211	17.59774017	17.40034485	19.62062263	19.00512505	20.4262104	18.25712013	18.5873127	17.90909576	18.67127228	17.78223038	P01942	P01942	HBA_MOUSE	Hba
16.72730827	16.38109779	15.97923756	18.34477615	17.76278496	19.57150269	17.26669502	17.2337513	16.47894669	17.36215019	16.93901634	P01942;P06467	P01942;P06467	HBAZ_MOUSE;HBA_MOUSE	Hba;Hbz
15.62773895	15.10325909	14.79022598	17.01538277	16.5833168	17.93269348	15.58946133	16.03539848	15.35368061	15.91757679	15.22496223	P02088;A8DUK4	P02088;A8DUK4	A8DUK4_MOUSE;HBB1_MOUSE	Hbb-b1;Hbb-bs
